Feature,MLP Projected Gain Importance
adc_wavelet-HLH_glcm_ClusterProminence,0.020818241005871527
t2w_wavelet-HLL_glszm_LargeAreaEmphasis,0.02068595537308185
adc_wavelet-LHH_ngtdm_Busyness,0.020673013101038147
hbv_original_firstorder_InterquartileRange,0.020672626960942082
adc_wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,0.020646881845613384
t2w_wavelet-HLL_glcm_ClusterProminence,0.02063046623456116
adc_wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.020624566839354833
hbv_wavelet-LHH_glszm_LargeAreaEmphasis,0.020360609147097395
t2w_wavelet-HHL_firstorder_Range,0.020303410646575835
adc_original_gldm_DependenceEntropy,0.020225145663929255
adc_wavelet-LHH_firstorder_Maximum,0.019972017129590583
adc_original_glszm_SmallAreaLowGrayLevelEmphasis,0.019713696607693166
t2w_original_firstorder_Maximum,0.019520457989570254
t2w_original_firstorder_Range,0.01938279920642769
hbv_wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,0.019377275344592826
hbv_wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,0.019351841394089516
t2w_wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,0.018892618892114875
adc_wavelet-HLH_firstorder_Maximum,0.018843103892799765
t2w_log-sigma-5-0-mm-3D_ngtdm_Strength,0.018815310474153753
adc_wavelet-HHL_ngtdm_Busyness,0.018721383085092542
adc_log-sigma-3-0-mm-3D_ngtdm_Busyness,0.01861511961908383
adc_wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis,0.018316437973290554
hbv_wavelet-HLL_glszm_SizeZoneNonUniformity,0.01826197325568427
hbv_wavelet-HHH_glcm_ClusterProminence,0.01825908508977068
adc_original_glrlm_LowGrayLevelRunEmphasis,0.01814461455304552
adc_wavelet-HHH_glszm_LargeAreaEmphasis,0.018093778658742107
t2w_wavelet-LLL_firstorder_Kurtosis,0.017960516149337646
adc_wavelet-LLH_firstorder_Maximum,0.017863320601529984
hbv_original_glszm_SizeZoneNonUniformity,0.017861958379990574
t2w_wavelet-LLH_firstorder_Range,0.017802032906297123
hbv_original_glcm_MaximumProbability,0.01778059284554587
t2w_wavelet-HLL_firstorder_Skewness,0.017777627948639806
adc_original_glcm_MaximumProbability,0.017580952149696603
hbv_original_glszm_LowGrayLevelZoneEmphasis,0.017442270258467254
t2w_original_firstorder_InterquartileRange,0.017421259753760424
adc_original_gldm_SmallDependenceLowGrayLevelEmphasis,0.017363779963262087
hbv_original_ngtdm_Busyness,0.017222851801894062
t2w_original_glcm_MaximumProbability,0.017219233543855933
hbv_log-sigma-5-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.01721201925597511
t2w_original_gldm_DependenceEntropy,0.016604884835776178
t2w_log-sigma-3-0-mm-3D_firstorder_Median,0.016558139293994707
adc_wavelet-HHL_glcm_Idmn,0.016526211529027175
adc_wavelet-LLL_glcm_Idmn,0.01643959484514653
t2w_log-sigma-5-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.016078168485026977
t2w_wavelet-LHL_ngtdm_Complexity,0.016041742988646187
t2w_wavelet-LLL_firstorder_Skewness,0.016009315744670304
t2w_wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.01596995786741352
t2w_wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,0.015964899772452742
adc_wavelet-HHH_ngtdm_Complexity,0.015949140122249884
hbv_log-sigma-5-0-mm-3D_firstorder_Maximum,0.015444438499686701
t2w_wavelet-LHH_firstorder_RootMeanSquared,0.015161468364502072
hbv_wavelet-HLL_firstorder_Maximum,0.015014419813598627
hbv_wavelet-HHL_glszm_SizeZoneNonUniformity,0.01498971715836693
adc_wavelet-HLH_glszm_LargeAreaEmphasis,0.014975319080653724
t2w_wavelet-LHH_glszm_LargeAreaEmphasis,0.014491413992933291
t2w_log-sigma-5-0-mm-3D_gldm_DependenceEntropy,0.014080899615460798
adc_original_glcm_JointEnergy,0.013989029707462419
t2w_original_glrlm_GrayLevelNonUniformity,0.013955737072330276
t2w_wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.013705674979067672
t2w_wavelet-LLL_firstorder_Maximum,0.01350428909970279
adc_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.01341339183447716
t2w_wavelet-HLH_glszm_LargeAreaEmphasis,0.013360957079706049
adc_original_firstorder_Minimum,0.013155202228048692
adc_wavelet-LLH_firstorder_Mean,0.01299659866337071
hbv_wavelet-LLH_firstorder_Uniformity,0.012689725203485932
t2w_wavelet-LHH_firstorder_Median,0.012572518356445272
adc_log-sigma-5-0-mm-3D_glszm_LargeAreaEmphasis,0.01248223190044927
adc_wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.012482103826071693
adc_wavelet-LLL_glcm_JointEntropy,0.012433985244701531
adc_wavelet-HLH_glcm_Correlation,0.01222161832299093
t2w_wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,0.01187538689603259
adc_log-sigma-3-0-mm-3D_ngtdm_Strength,0.0118401174974874
adc_wavelet-LHL_glcm_ClusterProminence,0.011787544948401734
t2w_wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,0.011780283088505919
hbv_wavelet-HLL_firstorder_Kurtosis,0.011759420578666045
t2w_wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.011742580870697676
hbv_wavelet-LHH_glrlm_GrayLevelNonUniformity,0.011528375103227118
adc_wavelet-LLL_glcm_MaximumProbability,0.011427196173874799
adc_wavelet-LHH_glcm_ClusterProminence,0.011343038898209052
hbv_log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.011262966402664857
hbv_wavelet-HHH_gldm_DependenceVariance,0.011174055181591517
t2w_wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis,0.010671812302323572
hbv_wavelet-LLH_glszm_SizeZoneNonUniformity,0.010492769849763208
adc_wavelet-HLL_firstorder_Kurtosis,0.010482526288671688
hbv_log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.010417115373455786
hbv_log-sigma-3-0-mm-3D_glcm_JointEnergy,0.010240195871817738
adc_wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.010226170686461783
t2w_wavelet-LHL_glszm_LargeAreaEmphasis,0.010182296028834078
hbv_wavelet-LLH_glcm_ClusterProminence,0.00996761058376579
adc_wavelet-LLH_firstorder_Kurtosis,0.009935472018302617
t2w_wavelet-HLH_glcm_ClusterProminence,0.00988114431645798
t2w_wavelet-HHL_ngtdm_Busyness,0.009858610947034375
hbv_original_glrlm_LongRunEmphasis,0.009502515402863294
hbv_wavelet-LHH_firstorder_Uniformity,0.009490796367047085
hbv_wavelet-LHH_firstorder_Kurtosis,0.008944964576804612
t2w_log-sigma-5-0-mm-3D_glszm_GrayLevelVariance,0.00876665162766345
t2w_wavelet-HLL_firstorder_Kurtosis,0.00871370759580917
adc_wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,0.008622939300888761
t2w_log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformity,0.008519019800754138
t2w_wavelet-LHH_firstorder_Kurtosis,0.008464440619795165
adc_log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.008400390749143507
t2w_wavelet-HHL_glcm_Correlation,0.008205142312170788
t2w_wavelet-HHH_firstorder_Skewness,0.007872613377731342
adc_wavelet-LHL_ngtdm_Complexity,0.007657205635468363
t2w_log-sigma-5-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.007379396123683242
adc_log-sigma-5-0-mm-3D_glcm_ClusterShade,0.007062729953794094
t2w_wavelet-LLL_ngtdm_Contrast,0.006970899313819436
adc_original_firstorder_90Percentile,0.006592293101958109
t2w_log-sigma-5-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.006455323582554058
adc_log-sigma-5-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.006327390970205853
adc_wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,0.006280953628668869
t2w_wavelet-LLL_firstorder_Energy,0.006190331067031551
hbv_wavelet-HLL_firstorder_RootMeanSquared,0.005971541373669282
hbv_wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,0.005932296824342468
adc_wavelet-LHL_glszm_SizeZoneNonUniformity,0.005761690707664262
t2w_wavelet-LHL_glcm_Correlation,0.005587234252891839
t2w_wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis,0.005577804839133248
adc_log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.005564643375385479
adc_original_glrlm_LongRunEmphasis,0.005009192498078985
hbv_log-sigma-5-0-mm-3D_glszm_LargeAreaEmphasis,0.004938922780797257
adc_original_ngtdm_Busyness,0.004700876039821898
t2w_wavelet-HLL_firstorder_Mean,0.004680787321164755
adc_wavelet-LHL_ngtdm_Busyness,0.004572572659631622
t2w_wavelet-LLH_glcm_ClusterProminence,0.004423267792105128
adc_log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.004326196148825111
t2w_wavelet-HHL_firstorder_Skewness,0.004236140194861334
adc_wavelet-LLH_glcm_Correlation,0.004211618075950722
adc_wavelet-HHL_glszm_LargeAreaEmphasis,0.0039959796050422075
adc_wavelet-LLH_glrlm_GrayLevelNonUniformity,0.0039429231285020945
adc_log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,0.0038769162532511963
hbv_wavelet-HHL_ngtdm_Strength,0.003844640650099672
hbv_wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis,0.0035339851981635497
t2w_wavelet-LLH_glcm_Correlation,0.003530814015746187
hbv_wavelet-HLH_glcm_ClusterProminence,0.003436435452513691
t2w_wavelet-LLH_firstorder_RootMeanSquared,0.00318483988927477
adc_wavelet-HHH_firstorder_RootMeanSquared,0.00298853014781916
t2w_original_firstorder_90Percentile,0.0028444170867503887
t2w_original_glcm_ClusterProminence,0.0026386470802954153
adc_wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.0026226315018243536
t2w_log-sigma-5-0-mm-3D_glcm_ClusterProminence,0.002593175197243088
hbv_wavelet-HHH_glszm_ZoneVariance,0.002495511446777666
t2w_wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,0.002271120783877149
t2w_wavelet-LLL_glcm_MaximumProbability,0.0022488970501022675
t2w_log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,0.0022245967028351648
t2w_wavelet-HLH_firstorder_RootMeanSquared,0.0022214305737529574
hbv_original_gldm_LargeDependenceHighGrayLevelEmphasis,0.0021688847811294
hbv_log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,0.0017954715948611233
hbv_wavelet-LLH_firstorder_Kurtosis,0.0014108446606487905
t2w_log-sigma-3-0-mm-3D_glcm_MaximumProbability,0.001308725392333497
adc_original_shape_LeastAxisLength,0.001228648165351287
t2w_log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.001036409699239378
hbv_wavelet-LLL_glrlm_LowGrayLevelRunEmphasis,0.000841938148733414
hbv_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.0008408772688717067
t2w_original_gldm_LargeDependenceHighGrayLevelEmphasis,0.0008366090403232284
t2w_wavelet-LHH_ngtdm_Complexity,0.0006753955186196191
adc_original_shape_MeshVolume,0.00011442356541575133
t2w_log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,8.124634077293731e-05
hbv_wavelet-HLH_firstorder_Maximum,6.764565736986717e-05
adc_wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,1.5590388364149872e-05
